"","SGEN","AK_503","AK_105","AK_110","AK_205","AK_206","AK_207","AK_211","Weight","prespref","no_impeach","mythPID3","faction","IDEO5","ideoparty","pop401","pop402","pop403","pop406","popscale","POP_antielite","POP_antiexpert","POP_nationalID","over50","male2","white","collplus","SEN_R1","SEN_R2","SEN_R3","SEN_Order1","SEN_Order2","h2h_MT","h2h_MC","h2h_CT","HousePref","murkpelt","votestrategy","exp_confidence","exp_easy","exp_benefit","exp_AKsystem","primpref1","primpref2","primpref3","ruleorder"
"1","M",1,1,9,1,1,2,2,0.442,0,0,1,3,2,1,-1,-1,-1,1,-2,0.25,0.25,0.75,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,2,1,2,1,2,1
"2","F",1,1,9,1,1,2,2,0.63383,0,0,1,3,3,2,-1,0,-1,2,0,0.375,0.25,1,1,1,1,0,1,1,1,1,3,1,1,1,1,1,2,1,1,2,1,2,1,2,1
"3","F",2,1,5,1,1,2,2,0.32783,0,0,1,2,3,2,-1,-1,-1,-1,-4,0.25,0.25,0.25,1,0,1,1,1,1,1,1,3,1,1,1,1,1,2,1,2,3,1,2,1,2,1
"4","M",1,2,12,2,9,1,1,1.3539,1,1,3,4,4,5,-2,2,2,0,2,0.5,1,0.5,0,1,1,1,2,2,2,2,5,2,3,2,2,0,1,3,2,3,3,1,2,1,4
"5","M",2,1,5,1,2,2,2,0.33244,0,0,1,2,2,1,-1,-1,-1,2,-1,0.25,0.25,1,1,0,1,1,3,3,1,3,1,1,2,1,1,0,2,1,1,2,1,2,1,2,1
"6","F",1,2,12,2,9,1,2,0.86128,1,1,3,4,3,4,2,1,2,2,7,0.875,1,1,1,1,1,0,2,2,2,2,4,2,3,2,1,0,2,NA,1,2,2,1,1,3,3
"7","M",2,2,10,2,9,1,1,0.28926,1,1,3,5,5,5,1,0,1,2,4,0.625,0.75,1,1,0,1,1,2,2,2,2,4,2,3,2,3,0,1,2,3,3,3,1,2,1,4
"8","M",1,2,10,2,1,1,2,1.78131,1,1,3,5,4,5,1,1,1,1,4,0.75,0.75,0.75,0,1,0,1,2,2,2,2,1,2,1,2,2,0,2,1,1,2,2,1,1,2,3
"9","F",2,2,10,2,9,1,1,0.99338,1,1,3,5,5,5,-2,2,2,2,4,0.5,1,1,0,0,1,0,2,2,2,2,5,2,3,2,3,0,1,NA,1,3,3,1,2,1,4
"10","M",1,1,5,1,1,2,2,0.50953,0,0,1,2,3,2,-1,-2,-2,1,-4,0.125,0,0.75,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,2,1,2,1,2,1
"11","M",2,2,9,1,1,1,2,0.46454,1,0,3,3,3,4,1,-1,1,2,3,0.5,0.75,1,1,0,1,1,1,1,1,1,4,1,1,2,4,0,2,1,1,3,1,2,1,2,1
"12","M",1,1,9,1,1,2,2,0.36464,0,0,2,3,3,3,2,-2,-2,2,0,0.5,0,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,2,2,2,3,2,1
"13","M",1,2,12,2,1,1,2,0.50953,1,0,3,4,4,5,1,2,1,2,6,0.875,0.75,1,1,1,1,1,2,2,2,2,1,2,1,2,2,0,2,NA,3,3,3,1,2,2,4
"14","M",1,1,5,1,2,2,2,0.36464,0,0,1,2,3,2,-2,-1,-1,1,-3,0.125,0.25,0.75,1,1,1,1,3,3,1,3,1,1,2,1,1,0,2,1,1,3,1,2,1,2,1
"15","M",1,2,10,2,9,1,1,0.67404,1,1,3,5,5,5,2,0,2,2,6,0.75,1,1,1,1,1,0,2,2,2,2,5,2,3,2,3,0,1,1,3,3,3,1,2,1,4
"16","F",2,2,9,2,9,1,2,0.6478,1,1,3,3,4,5,-1,-1,0,1,-1,0.25,0.5,0.75,1,0,1,0,2,2,2,2,5,2,3,2,2,0,2,3,2,2,2,2,1,2,1
"17","F",2,1,3,1,1,2,3,0.33244,0,0,1,2,3,2,-1,-2,-1,1,-3,0.125,0.25,0.75,1,0,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,2,1,2,1,2,1
"18","F",2,1,9,1,1,2,2,0.6478,0,0,1,3,3,2,-1,-2,1,2,0,0.125,0.75,1,1,0,1,0,1,1,1,1,5,1,1,1,1,1,2,1,1,2,1,2,2,2,1
"19","M",1,1,9,1,1,2,2,0.36464,0,0,1,3,3,2,-2,-2,-1,-1,-6,0,0.25,0.25,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,2,2,1,2,2,2,1
"20","M",1,2,10,2,1,1,1,0.50953,1,1,3,5,5,5,1,-2,1,2,2,0.375,0.75,1,1,1,1,1,2,2,2,2,5,2,1,2,2,0,1,3,2,3,3,1,2,1,4
"21","F",2,1,2,1,1,2,3,0.90521,0,0,1,1,1,1,-1,-1,-2,1,-3,0.25,0,0.75,1,0,1,0,1,1,1,1,3,1,1,1,1,1,3,1,1,2,2,2,2,2,1
"22","F",2,2,9,1,1,9,1,1.77007,1,0,2,3,3,3,0,0,2,1,3,0.5,1,0.75,0,0,1,0,1,1,1,1,5,1,1,3,1,1,1,1,1,2,1,2,3,2,1
"23","F",2,1,1,1,1,2,3,4.6894,0,0,1,1,1,1,0,1,0,-1,0,0.625,0.5,0.25,0,0,1,0,1,1,1,1,3,1,1,1,1,1,3,1,1,2,1,2,1,2,1
"24","M",2,1,5,1,1,2,3,0.74457,0,0,1,2,2,1,-2,-1,0,2,-1,0.125,0.5,1,1,0,1,0,3,3,5,3,5,1,1,1,1,0,3,1,1,2,1,2,1,2,1
"25","F",2,1,1,1,1,9,9,0.33244,0,0,1,1,3,2,-1,-2,-2,2,-3,0.125,0,1,1,0,1,1,1,1,1,1,5,1,1,3,1,1,NA,1,1,2,2,3,3,3,NA
"26","F",2,2,12,2,9,1,2,0.33244,1,1,3,4,4,5,1,-1,0,2,2,0.5,0.5,1,1,0,1,1,2,2,2,2,4,2,3,2,2,0,2,NA,2,3,3,1,2,1,4
"27","F",1,1,4,1,1,2,1,0.81261,0,0,2,2,3,3,-2,-1,1,1,-1,0.125,0.75,0.75,1,1,0,1,1,1,1,1,5,1,1,1,1,1,1,3,1,2,1,2,1,2,1
"28","M",1,1,5,1,2,2,3,0.36464,0,0,1,2,3,2,0,1,0,1,2,0.625,0.5,0.75,1,1,1,1,1,1,1,1,3,1,2,1,1,1,3,1,1,2,1,2,1,2,1
"29","F",1,2,12,1,1,9,2,1.0896,1,0,3,4,3,4,-1,0,1,2,2,0.375,0.75,1,0,1,1,0,1,1,1,1,5,1,1,3,1,1,2,1,1,2,3,2,1,2,1
"30","F",2,2,7,2,2,1,3,1.62401,1,1,3,3,3,4,1,0,0,1,2,0.625,0.5,0.75,0,0,0,1,2,2,2,2,5,2,2,2,2,0,3,2,3,3,3,1,2,3,4
"31","M",1,2,10,2,9,9,1,0.71054,1,1,3,5,5,5,2,1,1,2,6,0.875,0.75,1,1,1,1,0,2,2,2,2,5,2,3,3,2,0,1,3,3,3,3,1,2,3,4
"32","F",2,2,12,2,9,1,1,1.15662,1,1,3,4,5,5,2,2,2,2,8,1,1,1,0,0,0,0,2,2,2,2,4,2,3,2,3,0,1,3,1,1,1,1,1,3,3
"33","M",1,1,5,1,1,2,2,0.36464,0,0,1,2,3,2,-1,-1,-2,2,-2,0.25,0,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,2,1,2,1,2,1
"34","F",2,2,12,2,2,1,2,0.33244,1,1,3,4,4,5,0,-1,1,-2,-2,0.375,0.75,0,1,0,1,1,2,2,2,2,5,2,2,2,2,0,2,3,3,3,3,2,3,1,2
"35","M",1,1,1,1,2,2,2,5.4221,0,0,1,1,1,1,1,1,-2,-1,-1,0.75,0,0.25,0,1,1,0,3,3,1,3,1,1,2,1,1,0,2,1,2,2,1,2,1,2,1
"36","F",2,2,12,2,1,1,3,0.90521,1,1,3,4,5,5,0,-2,-2,-2,-6,0.25,0,0,1,0,1,0,2,2,2,2,1,2,1,2,2,0,3,1,1,3,3,1,2,1,4
"37","M",1,1,4,1,1,2,1,0.31728,0,0,1,2,3,2,1,-1,1,1,2,0.5,0.75,0.75,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,2,1,1,2,1,1,2
"38","F",2,1,5,1,1,2,2,0.33244,0,0,2,2,2,3,0,1,1,2,4,0.625,0.75,1,1,0,1,1,1,1,1,1,5,1,1,1,1,1,2,1,1,2,2,2,1,2,1
"39","F",2,1,5,1,2,2,2,0.46454,0,0,1,2,3,2,-2,-2,-1,0,-5,0,0.25,0.5,1,0,1,1,3,3,1,3,1,1,2,1,1,0,2,1,2,3,1,2,1,2,1
"40","F",1,2,10,2,9,1,3,0.71054,1,1,3,5,4,5,1,1,1,1,4,0.75,0.75,0.75,1,1,1,0,2,2,2,2,4,2,3,2,3,0,3,2,1,3,3,1,2,1,4
"41","F",2,9,8,1,1,2,2,0.6478,0,0,3,3,3,4,1,2,1,2,6,0.875,0.75,1,1,0,1,0,1,1,1,1,4,1,1,1,1,1,2,1,1,2,2,2,1,2,1
"42","F",2,2,10,9,1,1,1,0.90521,1,1,2,5,3,3,2,1,2,0,5,0.875,1,0.5,1,0,1,0,5,5,5,5,5,3,1,2,3,0,1,NA,1,3,1,2,1,1,2
"43","F",2,1,9,1,1,2,1,0.33244,0,0,1,3,3,2,0,2,2,2,6,0.75,1,1,1,0,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,2,1,2,1,2,1
"44","M",1,1,9,1,1,2,2,2.17648,0,0,2,3,3,3,1,-2,-1,1,-1,0.375,0.25,0.75,0,1,1,0,1,1,1,1,3,1,1,1,1,1,2,1,1,2,1,2,1,2,1
"45","M",1,2,10,2,9,1,1,0.50953,1,1,3,5,5,5,-2,-2,2,2,0,0,1,1,1,1,1,1,2,2,2,2,5,2,3,2,3,0,1,1,3,3,3,1,2,3,4
"46","F",2,1,8,1,1,2,2,1.01831,0,0,1,3,3,2,-1,-1,-1,1,-2,0.25,0.25,0.75,0,0,1,1,1,1,1,1,3,1,1,1,1,1,2,3,1,1,2,1,1,2,3
"47","F",1,2,10,2,2,1,2,0.71054,1,1,3,5,5,5,2,1,0,2,5,0.875,0.5,1,1,1,1,0,4,2,2,4,2,2,2,2,2,0,2,3,3,3,3,1,2,1,4
"48","M",1,2,12,2,1,1,2,0.59326,1,1,3,4,5,5,-1,-1,2,2,2,0.25,1,1,1,1,0,1,2,2,2,2,4,2,1,2,3,0,2,1,2,3,3,1,2,1,4
"49","F",2,1,5,1,1,9,1,0.33244,0,0,1,2,2,1,2,2,2,2,8,1,1,1,1,0,1,1,1,1,1,1,5,1,1,3,1,1,1,1,1,2,2,2,1,2,1
"50","F",2,1,5,2,1,2,3,0.33244,0,0,1,2,2,1,-1,0,-2,1,-2,0.375,0,0.75,1,0,1,1,1,1,1,1,3,2,1,1,1,1,3,1,1,2,2,2,1,3,NA
"51","F",2,1,7,1,1,2,3,0.33244,0,0,3,3,3,4,-1,-1,-1,1,-2,0.25,0.25,0.75,1,0,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,2,1,2,1,2,1
"52","M",1,1,1,1,1,2,2,0.36464,0,0,1,1,3,2,0,-1,-1,1,-1,0.375,0.25,0.75,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,2,1,2,1,2,1
"53","F",2,1,9,1,1,2,2,0.33244,0,0,2,3,3,3,-1,-1,0,2,0,0.25,0.5,1,1,0,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,2,2,2,1,2,1
"54","F",1,9,9,1,1,9,2,0.51875,0,0,2,3,2,3,-2,0,1,-1,-2,0.25,0.75,0.25,1,1,0,1,1,1,1,1,5,1,1,3,1,1,2,1,1,2,1,2,1,2,1
"55","M",1,1,9,1,1,2,1,0.50953,0,0,1,3,3,2,-1,-1,-2,1,-3,0.25,0,0.75,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,2,3,1,2,1,2,1
"56","M",2,2,12,2,9,1,3,0.6478,1,1,3,4,4,5,-1,-1,2,2,2,0.25,1,1,1,0,1,0,2,2,2,2,5,2,3,2,2,0,3,1,1,3,3,1,3,1,NA
"57","M",1,1,1,1,1,2,3,0.36464,0,0,1,1,1,1,1,-2,-1,2,0,0.375,0.25,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,2,1,2,1,1,2
"58","M",1,1,5,1,1,9,1,0.99288,0,0,2,2,4,3,-1,-1,0,2,0,0.25,0.5,1,1,1,1,0,1,1,1,1,5,1,1,3,1,1,1,1,3,3,2,2,1,3,NA
"59","F",2,1,1,1,1,2,1,0.33244,0,0,1,1,2,1,1,1,1,1,4,0.75,0.75,0.75,1,0,1,1,1,1,1,1,5,1,1,1,1,1,1,1,2,2,2,2,1,1,2
"60","F",1,1,9,1,1,2,2,0.71054,0,0,1,3,3,2,-1,1,1,2,3,0.5,0.75,1,1,1,1,0,1,1,1,1,3,1,1,1,1,1,2,1,1,2,1,2,1,2,1
"61","F",2,1,1,1,1,2,3,0.46454,0,0,1,1,2,1,-2,-1,-1,0,-4,0.125,0.25,0.5,1,0,1,1,3,3,1,3,1,1,1,1,1,0,3,1,2,2,1,2,1,2,1
"62","M",1,1,5,1,2,2,2,1.11694,0,0,1,2,2,1,-1,-1,-2,1,-3,0.25,0,0.75,0,1,1,1,3,3,1,3,1,1,2,1,1,0,2,1,1,2,1,2,1,2,1
"63","F",2,2,10,2,1,1,1,0.46454,1,1,3,5,4,5,1,0,0,2,3,0.625,0.5,1,1,0,1,1,2,2,2,2,5,2,1,2,3,0,1,2,1,2,3,1,2,1,4
"64","M",1,1,5,1,1,2,3,0.36464,0,0,1,2,2,1,-1,-2,-1,1,-3,0.125,0.25,0.75,1,1,1,1,1,1,1,1,3,1,1,1,1,1,3,1,2,2,1,2,1,2,1
"65","F",2,1,5,1,2,2,2,0.33244,0,0,1,2,1,1,-2,-2,-1,1,-4,0,0.25,0.75,1,0,1,1,3,3,1,3,1,1,2,1,1,0,2,1,1,2,2,2,1,2,1
"66","M",2,2,10,2,9,1,1,0.46454,1,1,3,5,5,5,-2,-1,1,2,0,0.125,0.75,1,1,0,1,1,2,2,2,2,5,2,3,2,3,0,1,2,1,3,3,1,1,1,3
"67","F",2,1,9,1,1,2,9,0.50979,0,0,2,3,2,3,0,-1,0,1,0,0.375,0.5,0.75,0,0,1,1,1,1,1,1,5,1,1,1,1,1,NA,1,1,2,1,2,3,3,NA
"68","M",1,1,1,9,2,2,1,0.81261,0,0,2,1,1,3,-1,1,1,2,3,0.5,0.75,1,1,1,0,1,3,3,5,3,5,3,2,1,1,0,1,3,3,3,3,2,1,1,2
"69","F",2,2,12,2,9,1,3,0.56366,1,1,3,4,4,5,2,0,1,2,5,0.75,0.75,1,1,0,1,0,2,2,2,2,4,2,3,2,3,0,3,NA,NA,2,3,1,1,1,3
"70","M",2,1,5,1,1,2,2,0.6478,0,0,2,2,3,3,-2,1,-2,2,-1,0.375,0,1,1,0,1,0,1,1,1,1,3,1,1,1,1,1,2,1,1,2,1,1,3,3,NA
"71","M",2,2,10,2,9,1,2,0.4042,1,1,2,5,4,3,2,2,2,2,8,1,1,1,1,0,1,1,2,2,2,2,5,2,3,2,3,0,2,3,3,3,3,3,3,1,NA
"72","M",1,2,10,2,9,1,1,0.8273,1,1,3,5,4,5,-1,-2,1,2,0,0.125,0.75,1,1,1,0,0,2,2,2,2,5,2,3,2,3,0,1,1,1,2,2,1,2,1,4
"73","M",1,2,12,9,9,9,1,0.50953,1,0,3,4,4,5,-2,-1,1,2,0,0.125,0.75,1,1,1,1,1,4,5,5,4,5,3,3,3,4,0,1,1,2,2,3,1,2,1,4
"74","F",1,1,5,1,1,2,3,1.03363,0,0,1,2,3,2,2,1,-1,2,4,0.875,0.25,1,0,1,1,0,1,1,1,1,4,1,1,1,1,1,3,1,1,2,2,2,1,1,2
"75","M",1,1,9,1,2,2,2,0.36464,0,0,1,3,1,1,0,-2,1,1,0,0.25,0.75,0.75,1,1,1,1,1,1,1,1,3,1,2,1,1,1,2,1,1,2,1,2,1,2,1
"76","M",1,1,8,1,2,2,2,1.11694,0,0,1,3,3,2,2,-1,-2,2,1,0.625,0,1,0,1,1,1,3,3,1,3,1,1,2,1,1,0,2,1,3,2,1,2,1,2,1
"77","F",2,2,10,2,1,1,2,0.54088,1,1,3,5,4,5,1,0,0,2,3,0.625,0.5,1,1,0,0,1,2,2,2,2,4,2,1,2,2,0,2,2,2,3,3,1,1,3,3
"78","M",1,1,9,1,1,2,2,0.36464,0,0,1,3,3,2,1,1,-1,1,2,0.75,0.25,0.75,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,3,1,2,1,2,1
"79","M",2,1,9,1,1,2,2,0.46454,0,0,1,3,3,2,1,0,-2,2,1,0.625,0,1,1,0,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,2,1,2,2,2,1
"80","F",2,1,9,1,1,2,2,0.46454,0,0,2,3,3,3,0,2,-2,1,1,0.75,0,0.75,1,0,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,2,1,2,3,2,1
"81","F",1,2,10,2,1,1,1,0.86392,1,1,3,5,5,5,1,1,1,2,5,0.75,0.75,1,1,1,1,0,2,2,2,2,1,2,1,2,2,0,1,1,1,3,3,2,1,1,2
"82","M",1,2,12,2,1,1,3,0.36464,1,1,3,4,3,4,2,2,2,1,7,1,1,0.75,1,1,1,1,2,2,2,2,1,2,1,2,2,0,3,NA,1,3,2,1,1,1,3
"83","F",1,1,9,1,1,2,3,1.11694,0,0,3,3,3,4,0,0,0,0,0,0.5,0.5,0.5,0,1,1,1,1,1,1,1,5,1,1,1,1,1,3,1,2,2,2,2,1,2,1
"84","F",1,1,4,1,1,2,1,0.99288,0,0,2,2,3,3,-1,-1,1,1,0,0.25,0.75,0.75,1,1,1,0,1,1,1,1,3,1,1,1,1,1,1,1,1,2,2,1,1,2,3
"85","M",1,2,12,1,1,1,1,0.31728,1,1,3,4,4,5,-1,-1,-1,1,-2,0.25,0.25,0.75,1,1,1,1,1,1,1,1,2,1,1,2,2,0,1,1,2,3,3,1,2,1,4
"86","M",2,9,9,1,1,9,2,0.28926,0,0,3,3,4,5,-2,-2,0,2,-2,0,0.5,1,1,0,1,1,1,1,1,1,5,1,1,3,2,0,2,1,1,2,2,2,1,2,1
"87","M",1,1,9,1,1,2,2,0.36464,0,0,1,3,4,2,-1,-2,-2,0,-5,0.125,0,0.5,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,3,1,2,1,2,1
"88","M",2,2,10,2,2,1,2,0.46454,1,1,3,5,5,5,2,-2,2,2,4,0.5,1,1,1,0,1,1,2,2,2,2,5,2,2,2,2,0,2,3,1,3,3,1,1,1,3
"89","F",2,2,12,9,9,9,1,0.38707,1,1,3,4,4,5,2,0,-1,2,3,0.75,0.25,1,1,0,0,1,5,5,5,5,5,3,3,3,4,0,1,1,3,3,3,1,1,1,3
"90","F",2,1,2,1,2,2,1,0.53018,0,0,2,1,2,3,-1,-1,-1,1,-2,0.25,0.25,0.75,1,0,0,1,3,3,1,3,1,1,2,1,1,0,1,1,2,2,1,2,1,2,1
"91","F",5,9,8,9,9,9,9,0.60057,0,0,2,3,3,3,-1,0,0,1,0,0.375,0.5,0.75,0,0,0,1,3,3,5,3,5,3,3,3,4,0,NA,2,1,2,3,1,2,3,4
"92","M",2,1,7,1,1,2,2,1.88236,0,0,1,3,3,2,1,-1,-2,-1,-3,0.5,0,0.25,0,0,1,0,1,1,1,1,3,1,1,1,1,1,2,1,1,3,1,3,1,3,NA
"93","M",2,1,8,1,1,2,3,0.90521,0,0,1,3,2,1,-1,-1,-1,1,-2,0.25,0.25,0.75,1,0,1,0,1,1,1,1,3,1,1,1,1,1,3,1,NA,3,1,2,1,2,1
"94","F",2,1,4,1,1,2,2,0.33244,0,0,1,2,2,1,1,1,0,1,3,0.75,0.5,0.75,1,0,1,1,3,3,1,3,1,1,1,1,1,0,2,3,1,2,1,2,1,2,1
"95","M",1,1,5,1,1,2,1,0.36464,0,0,1,2,2,1,-2,-2,-2,2,-4,0,0,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,1,2,1,2,1
"96","F",2,2,12,1,1,1,2,0.74085,1,1,3,4,3,4,-1,-1,1,2,1,0.25,0.75,1,1,0,0,1,1,1,1,1,2,1,1,2,2,0,2,1,3,2,3,1,2,3,4
"97","M",1,9,9,1,1,9,1,0.36464,0,0,3,3,4,5,1,-1,-2,2,0,0.5,0,1,1,1,1,1,1,1,1,1,5,1,1,3,1,1,1,1,1,2,2,2,1,2,1
"98","F",1,2,12,2,1,1,1,0.99288,1,1,3,4,4,5,-2,2,2,2,4,0.5,1,1,1,1,1,0,2,2,2,2,4,2,1,2,2,0,1,2,2,1,1,2,1,1,2
"99","F",2,2,8,1,1,9,1,0.57786,1,0,3,3,3,4,2,-2,2,2,4,0.5,1,1,1,0,1,0,1,1,1,1,5,1,1,3,1,1,1,1,1,2,1,2,1,1,2
"100","F",2,2,10,2,9,1,1,0.78763,1,1,3,5,4,5,2,0,2,2,6,0.75,1,1,1,0,1,0,2,2,2,2,5,2,3,2,2,0,1,1,2,3,3,1,2,3,4
"101","F",1,1,9,1,1,2,1,0.36464,0,0,2,3,3,3,-1,-2,2,2,1,0.125,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,1,2,1,2,1
"102","F",2,1,5,1,1,9,1,0.6478,0,0,2,2,3,3,0,-1,0,1,0,0.375,0.5,0.75,1,0,1,0,1,1,1,1,5,1,1,3,1,1,1,1,1,2,2,2,1,2,1
"103","M",1,9,9,1,1,9,1,0.50953,0,0,3,3,3,4,-1,-1,0,2,0,0.25,0.5,1,1,1,1,1,1,1,1,1,5,1,1,3,2,0,1,1,1,2,2,1,2,1,4
"104","M",2,1,1,1,2,2,3,0.46454,0,0,1,1,2,1,1,1,-2,-2,-2,0.75,0,0,1,0,1,1,3,3,1,3,1,1,2,1,1,0,3,1,2,2,2,1,2,2,4
"105","F",2,9,9,1,1,9,9,0.38707,0,0,2,3,5,3,1,0,0,2,3,0.625,0.5,1,1,0,0,1,5,5,5,5,5,1,1,3,4,0,NA,1,1,2,2,3,2,3,NA
"106","M",2,2,10,2,9,1,1,0.46454,1,1,3,5,5,5,-1,2,1,2,4,0.625,0.75,1,1,0,1,1,2,2,2,2,5,2,3,2,3,0,1,2,2,3,3,2,1,1,2
"107","M",5,9,1,9,9,9,9,0.30824,0,0,2,1,1,3,2,2,-2,-2,0,1,0,0,0,0,0,1,5,5,5,5,5,3,3,3,1,0,NA,1,1,2,1,2,1,2,1
"108","M",1,2,12,2,9,1,1,0.99288,1,1,3,4,4,5,2,2,1,1,6,1,0.75,0.75,1,1,1,0,2,2,2,2,4,2,3,2,3,0,1,1,2,3,3,1,2,1,4
"109","F",1,2,10,2,9,1,3,2.17648,1,1,3,5,4,5,-2,-1,1,2,0,0.125,0.75,1,0,1,1,0,4,2,2,4,2,2,3,2,3,0,3,2,3,2,3,1,1,2,3
"110","F",1,1,8,1,1,2,1,1.58345,0,0,1,3,3,2,-1,-1,-1,1,-2,0.25,0.25,0.75,1,1,0,0,1,1,1,1,3,1,1,1,1,1,1,1,2,1,3,2,1,1,2
"111","F",2,1,5,1,2,2,3,0.46454,0,0,1,2,2,1,0,0,-2,0,-2,0.5,0,0.5,1,0,1,1,3,3,1,3,1,1,2,1,1,0,3,1,1,3,2,2,1,2,1
"112","F",2,2,12,2,1,1,1,0.74085,1,1,2,4,3,3,0,1,1,2,4,0.625,0.75,1,1,0,0,1,2,2,2,2,4,2,1,2,2,0,1,2,1,3,3,1,1,1,3
"113","F",2,1,2,1,1,2,3,0.46454,0,0,1,1,2,1,0,0,0,1,1,0.5,0.5,0.75,1,0,1,1,1,1,1,1,3,1,1,1,1,1,3,1,2,2,2,3,3,3,NA
"114","F",1,1,9,1,1,2,3,0.50953,0,0,2,3,3,3,0,-1,-1,1,-1,0.375,0.25,0.75,1,1,1,1,1,1,1,1,5,1,1,1,1,1,3,1,1,2,2,2,1,3,NA
"115","M",2,1,9,1,1,2,3,1.01831,0,0,1,3,1,1,0,-1,-2,-1,-4,0.375,0,0.25,0,0,1,1,1,1,1,1,3,1,1,1,1,1,3,1,2,2,2,2,1,3,NA
"116","M",1,9,9,1,1,2,2,0.50953,0,0,3,3,3,4,-1,-1,0,2,0,0.25,0.5,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,2,2,2,1,2,1
"117","M",1,2,7,1,1,1,2,0.58153,1,1,3,3,3,4,2,1,1,2,6,0.875,0.75,1,1,1,0,1,1,1,1,1,4,1,1,2,2,0,2,1,2,3,2,1,2,2,4
"118","F",2,2,10,2,9,1,2,0.38707,1,1,3,5,5,5,1,2,2,2,7,0.875,1,1,1,0,0,1,2,2,2,2,4,2,3,2,2,0,2,2,2,1,3,2,1,3,NA
"119","F",2,1,9,1,1,9,9,0.6478,0,0,2,3,3,3,-1,-1,0,1,-1,0.25,0.5,0.75,1,0,1,0,5,5,5,5,5,1,1,3,1,0,NA,1,1,2,2,3,2,3,NA
"120","M",1,1,9,1,1,2,3,1.07779,0,0,1,3,3,2,0,1,0,0,1,0.625,0.5,0.5,1,1,0,1,1,1,1,1,3,1,1,1,1,1,3,2,3,2,1,2,3,2,1
"121","M",1,2,10,2,9,1,1,0.58153,1,1,3,5,3,4,-1,-1,-2,-1,-5,0.25,0,0.25,1,1,0,1,2,2,2,2,5,2,3,2,3,0,1,1,1,1,2,1,1,1,3
"122","M",1,9,6,1,1,2,2,0.71054,0,0,1,2,3,2,1,-1,-1,1,0,0.5,0.25,0.75,1,1,1,0,1,1,1,1,3,1,1,1,1,1,2,1,2,2,1,2,2,2,1
"123","F",2,2,10,2,9,1,1,0.6478,1,1,3,5,5,5,2,-1,2,2,5,0.625,1,1,1,0,1,0,2,2,2,2,5,2,3,2,3,0,1,2,2,3,3,1,1,3,3
"124","F",1,1,2,1,2,2,2,0.50953,0,0,1,1,2,1,-1,-1,-2,2,-2,0.25,0,1,1,1,1,1,3,3,1,3,1,1,2,1,1,0,2,1,1,2,1,2,1,2,1
"125","F",2,1,5,1,2,2,2,0.33244,0,0,1,2,1,1,-1,-1,-2,1,-3,0.25,0,0.75,1,0,1,1,3,3,1,3,1,1,2,1,1,0,2,1,1,2,1,2,1,2,1
"126","M",1,1,12,1,1,2,2,0.50953,0,0,3,4,3,4,-2,-2,0,0,-4,0,0.5,0.5,1,1,1,1,1,1,1,1,5,1,1,1,1,1,2,1,1,2,1,1,3,2,NA
"127","M",1,2,10,2,9,1,1,0.94188,1,1,3,5,4,5,2,2,2,2,8,1,1,1,1,1,1,0,2,2,2,2,4,2,3,2,3,0,1,3,2,3,3,2,1,1,2
"128","F",2,1,9,1,1,9,2,0.31537,0,1,3,3,3,4,-1,0,-1,1,-1,0.375,0.25,0.75,1,0,1,1,1,1,1,1,5,1,1,3,1,1,2,1,1,2,2,2,1,2,1
"129","M",2,2,12,2,9,1,1,0.74085,1,1,3,4,3,4,1,2,1,2,6,0.875,0.75,1,1,0,0,1,2,2,2,2,4,2,3,2,2,0,1,3,2,3,3,1,2,1,4
"130","M",1,2,12,2,1,1,1,0.86128,1,1,3,4,5,5,-1,-1,0,2,0,0.25,0.5,1,1,1,1,0,2,2,2,2,5,2,1,2,2,0,1,1,1,2,3,1,2,1,4
"131","F",2,1,9,1,2,2,3,0.46454,0,0,1,3,3,2,0,-1,-2,1,-2,0.375,0,0.75,1,0,1,1,1,1,1,1,3,1,2,1,1,1,3,1,2,3,1,2,1,2,1
"132","F",2,2,10,2,1,1,1,0.46454,1,1,3,5,4,5,0,0,2,1,3,0.5,1,0.75,1,0,1,1,2,2,2,2,5,2,1,2,2,0,1,2,2,1,3,2,1,1,2
